study_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	experiment_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJEB5348	ERR458627	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1305403	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:250-128	70561546	9ade92cbc72990a6f1a5357810be52f9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458627/ERR458627.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458627/120903_0219_D0PT7ACXX_2_SA-PE-084.sanfastq.gz	mu_sample128	great RNA experiment data
PRJEB5348	ERR458628	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1284571	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:250-129	69652335	e1ff94135b37d71a3261d68f89b7990d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458628/ERR458628.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458628/120903_0219_D0PT7ACXX_3_SA-PE-084.sanfastq.gz	mu_sample129	great RNA experiment data
PRJEB5348	ERR458629	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1183805	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-130	63938117	5c35272df39b668d4b4dc53ec2e5e7e8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458629/ERR458629.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458629/120903_0219_D0PT7ACXX_4_SA-PE-084.sanfastq.gz	mu_sample130	great RNA experiment data
PRJEB5348	ERR458630	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1014266	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-131	55051040	c8740b9955f94e280df9d00acc522bb2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458630/ERR458630.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458630/120903_0219_D0PT7ACXX_5_SA-PE-084.sanfastq.gz	mu_sample131	great RNA experiment data
PRJEB5348	ERR458631	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1020503	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-132	55509080	e30bf35f59bbe2cd7aa3ce5348cada6f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458631/ERR458631.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458631/120903_0219_D0PT7ACXX_6_SA-PE-084.sanfastq.gz	mu_sample132	great RNA experiment data
PRJEB5348	ERR458632	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1322017	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-133	71467147	c4a80099cc0828bbc022205c4280ae29	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458632/ERR458632.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458632/120903_0219_D0PT7ACXX_7_SA-PE-084.sanfastq.gz	mu_sample133	great RNA experiment data
PRJEB5348	ERR458633	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1689849	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-134	91846481	63634ef7277529021978d31ddc17414a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458633/ERR458633.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458633/120903_0219_D0PT7ACXX_1_SA-PE-015.sanfastq.gz	mu_sample134	great RNA experiment data
PRJEB5348	ERR458634	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1675700	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-135	90931167	0bb7521862996b3fcd2176158a91f571	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458634/ERR458634.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458634/120903_0219_D0PT7ACXX_2_SA-PE-015.sanfastq.gz	mu_sample135	great RNA experiment data
PRJEB5348	ERR458635	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1657730	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-136	90232349	6e41b2e93cc498369ff9852f1362c1d4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458635/ERR458635.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458635/120903_0219_D0PT7ACXX_3_SA-PE-015.sanfastq.gz	mu_sample136	great RNA experiment data
PRJEB5348	ERR458636	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1511117	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-137	81925508	64ed712009632c1a5d10c264b6d37547	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458636/ERR458636.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458636/120903_0219_D0PT7ACXX_4_SA-PE-015.sanfastq.gz	mu_sample137	great RNA experiment data
PRJEB5348	ERR458637	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1305936	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-138	71184430	745d8d5982eb2faa1fad37d7b0c9d405	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458637/ERR458637.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458637/120903_0219_D0PT7ACXX_5_SA-PE-015.sanfastq.gz	mu_sample138	great RNA experiment data
PRJEB5348	ERR458638	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1312728	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-139	71718256	e71ac31d4fb7671bc5a525869f156b1d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458638/ERR458638.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458638/120903_0219_D0PT7ACXX_6_SA-PE-015.sanfastq.gz	mu_sample139	great RNA experiment data
PRJEB5348	ERR458639	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1695648	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-140	91962282	0218ad5e553c644cde8e79c39594cdf4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458639/ERR458639.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458639/120903_0219_D0PT7ACXX_7_SA-PE-015.sanfastq.gz	mu_sample140	great RNA experiment data
PRJEB5348	ERR458640	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1770652	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-141	95709712	98edfbfb6d12c99ee6cff71967983877	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458640/ERR458640.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458640/120903_0219_D0PT7ACXX_1_SA-PE-031.sanfastq.gz	mu_sample141	great RNA experiment data
PRJEB5348	ERR458641	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1754196	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-142	94631499	c793e601fe123c67251add708b172998	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458641/ERR458641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458641/120903_0219_D0PT7ACXX_2_SA-PE-031.sanfastq.gz	mu_sample142	great RNA experiment data
PRJEB5348	ERR458642	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1727905	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:251-143	93547508	2fb3ec287b9bbf9ba162a3ccfd0995c4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458642/ERR458642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458642/120903_0219_D0PT7ACXX_3_SA-PE-031.sanfastq.gz	mu_sample143	great RNA experiment data
PRJEB5348	ERR458643	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1590142	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-144	85759855	d9315c42d0305733f024a7638f0fdcb3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458643/ERR458643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458643/120903_0219_D0PT7ACXX_4_SA-PE-031.sanfastq.gz	mu_sample144	great RNA experiment data
PRJEB5348	ERR458644	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1369138	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-145	74220707	c3ae051666663c4a7e79a312021376ff	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458644/ERR458644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458644/120903_0219_D0PT7ACXX_5_SA-PE-031.sanfastq.gz	mu_sample145	great RNA experiment data
PRJEB5348	ERR458645	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1371458	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-146	74514369	2a9882db14c1ab642bb41b47111bdeb1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458645/ERR458645.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458645/120903_0219_D0PT7ACXX_6_SA-PE-031.sanfastq.gz	mu_sample146	great RNA experiment data
PRJEB5348	ERR458646	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1773073	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-147	95686487	91ad10cf5dbc9dfe2933edf6b60be509	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458646/ERR458646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458646/120903_0219_D0PT7ACXX_7_SA-PE-031.sanfastq.gz	mu_sample147	great RNA experiment data
PRJEB5348	ERR458647	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1259397	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-148	68507390	f67defa14faa6bf50e8d7ba23f0ed6c4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458647/ERR458647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458647/120903_0219_D0PT7ACXX_1_SA-PE-053.sanfastq.gz	mu_sample148	great RNA experiment data
PRJEB5348	ERR458648	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1250988	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-149	67949236	d76c86e9c2d2e69ff46ad2cde78a2117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458648/ERR458648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458648/120903_0219_D0PT7ACXX_2_SA-PE-053.sanfastq.gz	mu_sample149	great RNA experiment data
PRJEB5348	ERR458649	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1236262	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-150	67344010	7c912908b32eca24bd41f317cda092c5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458649/ERR458649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458649/120903_0219_D0PT7ACXX_3_SA-PE-053.sanfastq.gz	mu_sample150	great RNA experiment data
PRJEB5348	ERR458650	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1137661	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-151	61742244	a0f39afc5e7149d65766dafae9aa0478	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458650/ERR458650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458650/120903_0219_D0PT7ACXX_4_SA-PE-053.sanfastq.gz	mu_sample151	great RNA experiment data
PRJEB5348	ERR458651	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	979396	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-152	53426895	36d1da11b18160477b424de3e6006a98	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458651/ERR458651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458651/120903_0219_D0PT7ACXX_5_SA-PE-053.sanfastq.gz	mu_sample152	great RNA experiment data
PRJEB5348	ERR458652	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	986454	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-153	53954022	1b8f75704ca1c02257e7d746991fcc4c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458652/ERR458652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458652/120903_0219_D0PT7ACXX_6_SA-PE-053.sanfastq.gz	mu_sample153	great RNA experiment data
PRJEB5348	ERR458653	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1266125	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-154	68761030	a475b431ac08e1aabd4623aaf8ff617e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458653/ERR458653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458653/120903_0219_D0PT7ACXX_7_SA-PE-053.sanfastq.gz	mu_sample154	great RNA experiment data
PRJEB5348	ERR458654	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1365105	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-155	73812730	9152aa8bf93d5961844eb31404e2ccf7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458654/ERR458654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458654/120903_0219_D0PT7ACXX_1_SA-PE-025.sanfastq.gz	mu_sample155	great RNA experiment data
PRJEB5348	ERR458655	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1364288	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-156	73659050	bfb5b1543d8b35cccb757685263e0f1e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458655/ERR458655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458655/120903_0219_D0PT7ACXX_2_SA-PE-025.sanfastq.gz	mu_sample156	great RNA experiment data
PRJEB5348	ERR458656	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1350807	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:252-157	73183068	60fe1cd69335fcd73ce760e301585bd1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458656/ERR458656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458656/120903_0219_D0PT7ACXX_3_SA-PE-025.sanfastq.gz	mu_sample157	great RNA experiment data
PRJEB5348	ERR458657	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1237050	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-158	66766234	b3733b2a0e1c8b9d09c6d829bd356be9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458657/ERR458657.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458657/120903_0219_D0PT7ACXX_4_SA-PE-025.sanfastq.gz	mu_sample158	great RNA experiment data
PRJEB5348	ERR458658	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1071743	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-159	58172706	7fb284fa510b9db5d0f04bc4f0954971	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458658/ERR458658.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458658/120903_0219_D0PT7ACXX_5_SA-PE-025.sanfastq.gz	mu_sample159	great RNA experiment data
PRJEB5348	ERR458659	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1068681	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-160	58116877	49e101cda378ea1ca45d2584df3d6c85	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458659/ERR458659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458659/120903_0219_D0PT7ACXX_6_SA-PE-025.sanfastq.gz	mu_sample160	great RNA experiment data
PRJEB5348	ERR458660	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1382435	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-161	74670899	538b4fc4dd9e5e6a716a170417831335	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458660/ERR458660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458660/120903_0219_D0PT7ACXX_7_SA-PE-025.sanfastq.gz	mu_sample161	great RNA experiment data
PRJEB5348	ERR458661	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2711193	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-162	146877703	67bdb1320b9ea10a5a3a2529828eaaab	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458661/ERR458661.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458661/120903_0219_D0PT7ACXX_1_SA-PE-042.sanfastq.gz	mu_sample162	great RNA experiment data
PRJEB5348	ERR458662	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2675851	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-163	144729204	7f47fd3c660d6c63ea1afe37eb0064b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458662/ERR458662.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458662/120903_0219_D0PT7ACXX_2_SA-PE-042.sanfastq.gz	mu_sample163	great RNA experiment data
PRJEB5348	ERR458663	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2642051	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-164	143306314	1461ac5964da8960fdd28edd45cf28cb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458663/ERR458663.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458663/120903_0219_D0PT7ACXX_3_SA-PE-042.sanfastq.gz	mu_sample164	great RNA experiment data
PRJEB5348	ERR458664	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2416053	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-165	130601594	e1424ee209b5ef662dff75fdea6df641	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458664/ERR458664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458664/120903_0219_D0PT7ACXX_4_SA-PE-042.sanfastq.gz	mu_sample165	great RNA experiment data
PRJEB5348	ERR458665	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2090474	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-166	113613116	25dc8b14224b1e62ea6fcf488525e043	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458665/ERR458665.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458665/120903_0219_D0PT7ACXX_5_SA-PE-042.sanfastq.gz	mu_sample166	great RNA experiment data
PRJEB5348	ERR458666	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2096381	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-167	114141275	69587e15b48084194af0ecdf2239f211	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458666/ERR458666.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458666/120903_0219_D0PT7ACXX_6_SA-PE-042.sanfastq.gz	mu_sample167	great RNA experiment data
PRJEB5348	ERR458667	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2713498	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-168	146750890	fa42e773a6a48c4723a54d4ad08136bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458667/ERR458667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458667/120903_0219_D0PT7ACXX_7_SA-PE-042.sanfastq.gz	mu_sample168	great RNA experiment data
PRJEB5348	ERR458668	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1551971	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-169	84498553	40e8d737abf080b119014cd3834be8cf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458668/ERR458668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458668/120903_0219_D0PT7ACXX_1_SA-PE-081.sanfastq.gz	mu_sample169	great RNA experiment data
PRJEB5348	ERR458669	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1539489	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:253-170	83655690	15e329e06a5769f40a93373f6eee601a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458669/ERR458669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458669/120903_0219_D0PT7ACXX_2_SA-PE-081.sanfastq.gz	mu_sample170	great RNA experiment data
PRJEB5348	ERR458670	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1530882	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-171	83450304	6cab5cb648a5f6f7df8a37ae7f4c2844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458670/ERR458670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458670/120903_0219_D0PT7ACXX_3_SA-PE-081.sanfastq.gz	mu_sample171	great RNA experiment data
PRJEB5348	ERR458671	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1393201	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-172	75623967	69da32db19df60d4994fb706fee7b823	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458671/ERR458671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458671/120903_0219_D0PT7ACXX_4_SA-PE-081.sanfastq.gz	mu_sample172	great RNA experiment data
PRJEB5348	ERR458672	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1210509	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-173	66109502	7c7701417e398a99376123b89e072849	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458672/ERR458672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458672/120903_0219_D0PT7ACXX_5_SA-PE-081.sanfastq.gz	mu_sample173	great RNA experiment data
PRJEB5348	ERR458673	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1216472	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-174	66526630	889464a1481c123e1f07f975a7a4365e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458673/ERR458673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458673/120903_0219_D0PT7ACXX_6_SA-PE-081.sanfastq.gz	mu_sample174	great RNA experiment data
PRJEB5348	ERR458674	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1563168	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-175	84904748	d505acf6cc492bf869aab8183e75dedb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458674/ERR458674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458674/120903_0219_D0PT7ACXX_7_SA-PE-081.sanfastq.gz	mu_sample175	great RNA experiment data
PRJEB5348	ERR458675	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1812208	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-176	98433141	d4adf570594346fa8fc86913396b2ec2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458675/ERR458675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458675/120903_0219_D0PT7ACXX_1_SA-PE-071.sanfastq.gz	mu_sample176	great RNA experiment data
PRJEB5348	ERR458676	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1813924	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-177	98376761	6a06c5d76aa03d571e81885fd4266c87	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458676/ERR458676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458676/120903_0219_D0PT7ACXX_2_SA-PE-071.sanfastq.gz	mu_sample177	great RNA experiment data
PRJEB5348	ERR458677	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1799762	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-178	97887494	19acde7e5ceed83342c6c48821420ad9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458677/ERR458677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458677/120903_0219_D0PT7ACXX_3_SA-PE-071.sanfastq.gz	mu_sample178	great RNA experiment data
PRJEB5348	ERR458678	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1653774	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-179	89590018	c1891db83b717915800db3c400fd8efb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458678/ERR458678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458678/120903_0219_D0PT7ACXX_4_SA-PE-071.sanfastq.gz	mu_sample179	great RNA experiment data
PRJEB5348	ERR458679	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1422492	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-180	77479169	49a7ac1321d2d2b7632841e4f58fab63	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458679/ERR458679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458679/120903_0219_D0PT7ACXX_5_SA-PE-071.sanfastq.gz	mu_sample180	great RNA experiment data
PRJEB5348	ERR458680	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1422856	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-181	77636883	7039d3bbc23015056f34af6b90a96183	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458680/ERR458680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458680/120903_0219_D0PT7ACXX_6_SA-PE-071.sanfastq.gz	mu_sample181	great RNA experiment data
PRJEB5348	ERR458681	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1835104	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:254-182	99486811	4444c065b623f57c408ecee169d74ddc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458681/ERR458681.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458681/120903_0219_D0PT7ACXX_7_SA-PE-071.sanfastq.gz	mu_sample182	great RNA experiment data
