tracking_id,gene_short_name,tss_id,locus
XLOC_002221,CG15483,TSS3378,2L:12760345-12761840
XLOC_002222,CR43818,TSS3379,2L:12807642-12808340
XLOC_002223,kek1,TSS3380,2L:12814070-12822863
XLOC_002224,-,TSS3381,2L:12828321-12829391
XLOC_002225,-,TSS3382,2L:12850096-12875839
XLOC_002226,CG12404,TSS3383,2L:12993747-13000631
XLOC_002227,Vha68-1,TSS3384,2L:13000760-13004142
XLOC_002228,CG9934,TSS3385,2L:13004478-13019434
XLOC_002229,A16,TSS3386,2L:13019574-13021307
XLOC_002230,CG9932,TSS3387;TSS3388,2L:13021797-13060352
XLOC_002231,-,TSS3389,2L:13087867-13092691
XLOC_002232,CG9928,TSS3390,2L:13142493-13142902
XLOC_002233,CG16978,TSS3391,2L:13143248-13143622
XLOC_002234,DnaJ-H,TSS3392;TSS3393,2L:13163208-13177039
XLOC_002235,Sfmbt,TSS3394;TSS3395;TSS3396;TSS3397,2L:13163208-13177039
XLOC_002236,CG31849,TSS3398,2L:13179246-13191980
XLOC_002237,CG16974,TSS3399,2L:13179246-13191980
XLOC_002238,CG16972,TSS3400,2L:13192200-13203295
XLOC_002239,CG15482,TSS3401,2L:13203759-13211814
XLOC_002240,snRNA:U2:34ABa,TSS3402,2L:13211924-13212116
XLOC_002241,kek4,TSS3403,2L:13212334-13215152
XLOC_002242,CG9426,TSS3404,2L:13216289-13219933
XLOC_002243,Ski6,TSS3405,2L:13219987-13222315
XLOC_002244,CG15480,TSS3406,2L:13224705-13225206
XLOC_002245,CG15479,TSS3407,2L:13233795-13234633
XLOC_002246,snRNA:U2:34ABc,TSS3408,2L:13244369-13244561
XLOC_002247,CG31730,TSS3409,2L:13259063-13259641
XLOC_002248,CG31848,TSS3410,2L:13261009-13286409
XLOC_002249,Drep-4,TSS3411,2L:13261009-13286409
XLOC_002250,CG43778,TSS3412,2L:13302057-13331121
XLOC_002251,CG43779,TSS3413,2L:13302057-13331121
XLOC_002252,CG9395,TSS3414;TSS3415,2L:13349822-13355073
XLOC_002253,CG9377,TSS3416,2L:13359900-13361527
XLOC_002254,Nnp-1,TSS3417,2L:13363299-13366188
XLOC_002255,CG9306,TSS3418,2L:13369192-13371083
XLOC_002256,CG9305,TSS3419,2L:13371426-13373853
XLOC_002257,CG9302,TSS3420,2L:13376448-13378546
XLOC_002258,CG9293,TSS3421,2L:13378654-13387329
XLOC_002259,RpL24,TSS3422,2L:13394122-13395115
XLOC_002260,CG16957,TSS3423,2L:13395359-13396184
XLOC_002261,CG10859,TSS3424,2L:13396391-13398664
XLOC_002262,Vm34Ca,TSS3425,2L:13398988-13411616
XLOC_002263,CG16956,TSS3426,2L:13413782-13414575
XLOC_002264,CG9267,TSS3427,2L:13415676-13500427
XLOC_002265,Hsp60D,TSS3428,2L:13415676-13500427
XLOC_002266,B4,TSS3429;TSS3430,2L:13500623-13549328
XLOC_002267,CG15638,TSS3431,2L:13500623-13549328
XLOC_002268,CG9263,TSS3432,2L:13500623-13549328
XLOC_002269,CG9254,TSS3433,2L:13550138-13642619
XLOC_002270,CR43410,TSS3434,2L:13550138-13642619
XLOC_002271,ics,TSS3435;TSS3436,2L:13550138-13642619
XLOC_002272,CG31814,TSS3437,2L:13676859-13717310
XLOC_002273,CG9014,TSS3438,2L:13722169-13723642
XLOC_002274,mir-1002,TSS3439,2L:13747608-13747697
XLOC_002275,mir-968,TSS3440,2L:13747747-13747839
XLOC_002276,CG9008,TSS3441,2L:13774032-13780165
XLOC_002277,CG16890,TSS3442,2L:13780694-13783457
XLOC_002278,adat,TSS3443,2L:13803625-13811516
XLOC_002279,CG16888,TSS3444,2L:13811521-13813316
XLOC_002280,tam,TSS3445,2L:13821247-13827772
XLOC_002281,Sop2,TSS3446,2L:13827940-13829748
XLOC_002282,DNApol-gamma35,TSS3447,2L:13829846-13833167
XLOC_002283,mRpS23,TSS3448,2L:13833338-13835056
XLOC_002284,CG33307,TSS3449,2L:13835353-13904685
XLOC_002285,CG33306,TSS3450,2L:13835353-13904685
XLOC_002286,CG8997,TSS3451,2L:13835353-13904685
XLOC_002287,Smg5,TSS3452;TSS3453,2L:13835353-13904685
XLOC_002288,CG16886,TSS3454,2L:13914724-13955757
XLOC_002289,CG42711,TSS3455,2L:13914724-13955757
XLOC_002290,CG16885,TSS3456,2L:13914724-13955757
XLOC_002291,CG16884,TSS3457,2L:13914724-13955757
XLOC_002292,nimB2,TSS3458,2L:13963520-13967022
XLOC_002293,nimB3,TSS3459;TSS3460,2L:13967463-13968156
XLOC_002294,nimB4,TSS3461,2L:13968279-13969973
XLOC_002295,He;nimC1,TSS3462;TSS3463;TSS3464,2L:13970528-13976761
XLOC_002296,rk,TSS3465;TSS3466,2L:13980145-14001252
XLOC_002297,tRNA:Q:34E,TSS3467,2L:14010564-14010636
XLOC_002298,nimC3,TSS3468,2L:14019406-14020208
XLOC_002299,CG18095,TSS3469,2L:14027009-14031539
XLOC_002300,CG15293,TSS3470,2L:14108056-14109304
XLOC_002301,CG31769,TSS3471,2L:14109596-14110739
XLOC_002302,CG43332,TSS3472,2L:14161143-14163222
XLOC_002303,CG43333,TSS3473,2L:14163501-14180681
XLOC_002304,smi35A,TSS3474;TSS3475,2L:14184439-14234341
XLOC_002305,CR43640,TSS3476,2L:14263026-14328315
XLOC_002306,Send2,TSS3477,2L:14345914-14346688
XLOC_002307,mTTF,TSS3478,2L:14347238-14348818
XLOC_002308,l(2)34Fc,TSS3479,2L:14349106-14351510
XLOC_002309,l(2)34Fd,TSS3480,2L:14352155-14355080
XLOC_002310,CR43463,TSS3481,2L:14359251-14361411
XLOC_002311,ppk,TSS3482;TSS3483;TSS3484,2L:14378217-14382012
XLOC_002312,elB,TSS3485,2L:14390583-14409547
XLOC_002313,pburs,TSS3486,2L:14416834-14417318
XLOC_002314,Cpr35B,TSS3487,2L:14424412-14425131
XLOC_002315,CG15283,TSS3488,2L:14450281-14450922
XLOC_002316,tRNA:G3:35Bb,TSS3489,2L:14518306-14518377
XLOC_002317,tRNA:G3:35Bc,TSS3490,2L:14518620-14518691
XLOC_002318,tRNA:G3:35Bd,TSS3491,2L:14530545-14530616
XLOC_002319,tRNA:G3:35Be,TSS3492,2L:14530853-14530924
XLOC_002320,CG4218,TSS3493,2L:14547519-14549075
XLOC_002321,CG3473,TSS3494,2L:14563071-14563726
XLOC_002322,CG42680,TSS3495,2L:14587987-14588234
XLOC_002323,tRNA:P:35Bb,TSS3496,2L:14599395-14599467
XLOC_002324,osp,TSS3497,2L:14599673-14689326
XLOC_002325,CG42685,TSS3498,2L:14724657-14730001
XLOC_002326,CG31775;CG42586,TSS3499;TSS3500,2L:14737096-14741837
XLOC_002327,CG42587,TSS3501,2L:14744896-14745210
XLOC_002328,CG4650,TSS3502,2L:14773809-14774981
XLOC_002329,CR15280,TSS3503,2L:14781714-14783110
XLOC_002330,CG18636,TSS3504,2L:14783341-14784586
XLOC_002331,CG18420,TSS3505,2L:14795367-14796537
XLOC_002332,CR43805,TSS3506,2L:14841480-14842094
XLOC_002333,CG15279,TSS3507;TSS3508;TSS3509,2L:14844992-14851749
XLOC_002334,CG4480,TSS3510,2L:14870370-14872022
XLOC_002335,CG15278,TSS3511,2L:14875113-14876236
XLOC_002336,Mst35Ba,TSS3512,2L:14879044-14881652
XLOC_002337,Mst35Bb,TSS3513,2L:14882100-14883715
XLOC_002338,CG42313,TSS3514,2L:14907569-14972300
XLOC_002339,mol,TSS3515;TSS3516,2L:14975746-14997919
XLOC_002340,l(2)35Be,TSS3517,2L:15005732-15007431
XLOC_002341,l(2)35Bc,TSS3518,2L:15007812-15009724
XLOC_002342,CR43856,TSS3519,2L:15011814-15012511
XLOC_002343,CG31832,TSS3520,2L:15017153-15034704
XLOC_002344,l(2)35Bg,TSS3521,2L:15035470-15038857
XLOC_002345,ck,TSS3522;TSS3523,2L:15044959-15057848
XLOC_002346,TfIIS,TSS3524,2L:15058302-15060757
XLOC_002347,vig,TSS3525;TSS3526,2L:15061655-15074383
XLOC_002348,tRNA:L:35C,TSS3527,2L:15132305-15132389
XLOC_002349,CG4168,TSS3528,2L:15162121-15200409
XLOC_002350,Sfp35C,TSS3529,2L:15201612-15202092
XLOC_002351,ZnT35C,TSS3530;TSS3531,2L:15228727-15247832
XLOC_002352,Pol32,TSS3532,2L:15254818-15264690
XLOC_002353,yuri,TSS3533;TSS3534;TSS3535;TSS3536,2L:15254818-15264690
XLOC_002354,Cul-3,TSS3537;TSS3538;TSS3539,2L:15265206-15272092
XLOC_002355,UK114,TSS3540,2L:15274180-15275091
XLOC_002356,CG15260,TSS3541,2L:15291425-15292239
XLOC_002357,CR43764,TSS3542;TSS3543,2L:15295635-15297413
XLOC_002358,nht,TSS3544,2L:15317953-15318901
XLOC_002359,CG15258,TSS3545,2L:15349205-15366900
XLOC_002360,CG15258,TSS3546,2L:15349205-15366900
XLOC_002361,-,TSS3547,2L:15383317-15384856
XLOC_002362,-,TSS3548;TSS3549,2L:15412873-15415081
XLOC_002363,wor,TSS3550,2L:15423292-15425585
XLOC_002364,sna,TSS3551,2L:15476592-15478269
XLOC_002365,CG15255,TSS3552,2L:15610731-15611969
XLOC_002366,CG11864,TSS3553,2L:15612493-15613335
XLOC_002367,CG15254,TSS3554,2L:15613947-15614824
XLOC_002368,CG15253,TSS3555,2L:15615518-15616333
XLOC_002369,Or35a,TSS3556,2L:15622127-15623558
XLOC_002370,CG4587,TSS3557;TSS3558;TSS3559;TSS3560,2L:15644194-15714237
XLOC_002371,CG43923,TSS3561,2L:15644194-15714237
XLOC_002372,CG43924,TSS3562,2L:15644194-15714237
XLOC_002373,CycE,TSS3563;TSS3564;TSS3565,2L:15727761-15748155
XLOC_002374,l(2)35Di,TSS3566,2L:15749600-15751054
XLOC_002375,snRNA:U5:35D,TSS3567,2L:15751556-15751682
XLOC_002376,Gli,TSS3568;TSS3569,2L:15756000-15762755
XLOC_002377,wek,TSS3570,2L:15764219-15768349
XLOC_002378,Ku80,TSS3571,2L:15768575-15771166
XLOC_002379,CG31826,TSS3572;TSS3573,2L:15771262-15773113
XLOC_002380,CG43760,TSS3574,2L:15776441-15776852
XLOC_002381,CG42876,TSS3575,2L:15810979-15812141
XLOC_002382,CG18518,TSS3576,2L:15834568-15835658
XLOC_002383,CR31822,TSS3577,2L:15836724-15837444
XLOC_002384,CG42792,TSS3578,2L:15864967-15865429
XLOC_002385,CG7653,TSS3579,2L:15877054-15880065
XLOC_002386,TepI,TSS3580,2L:15888638-15893811
XLOC_002387,CG31823,TSS3581,2L:15898919-15900487
XLOC_002388,CG31821,TSS3582,2L:15900984-15902377
XLOC_002389,beat-Ib,TSS3583,2L:15905133-15962432
XLOC_002390,CG34167,TSS3584,2L:16000536-16040407
XLOC_002391,CR43826,TSS3585,2L:16000536-16040407
XLOC_002392,CG31820,TSS3586,2L:16000536-16040407
XLOC_002393,CG34168,TSS3587,2L:16134706-16135237
XLOC_002394,CR43806,TSS3588,2L:16165830-16190540
XLOC_002395,CR43840,TSS3589,2L:16216238-16217044
XLOC_002396,PRL-1,TSS3590;TSS3591;TSS3592,2L:16245834-16257606
XLOC_002397,twe,TSS3593;TSS3594,2L:16257647-16261877
XLOC_002398,crp,TSS3595,2L:16262121-16287741
XLOC_002399,CG13258,TSS3596,2L:16292126-16292970
XLOC_002400,heix,TSS3597,2L:16294206-16299875
XLOC_002401,CG5869,TSS3598,2L:16300252-16302952
XLOC_002402,CG5861,TSS3599,2L:16303259-16307275
XLOC_002403,cni,TSS3600,2L:16309593-16310736
XLOC_002404,cact,TSS3601;TSS3602;TSS3603;TSS3604,2L:16310928-16326101
XLOC_002405,mRpL4,TSS3605,2L:16327070-16329128
XLOC_002406,CG31817,TSS3606,2L:16330622-16337885
XLOC_002407,CG42266,TSS3607;TSS3608,2L:16337988-16342324
XLOC_002408,CG42231;chif,TSS3609;TSS3610;TSS3611,2L:16342412-16356929
XLOC_002409,CaBP1,TSS3612;TSS3613,2L:16342412-16356929
XLOC_002410,CG5888,TSS3614,2L:16400168-16450512
XLOC_002411,snoRNA:Me28S-A2958,TSS3615,2L:16400168-16450512
XLOC_002412,dac,TSS3616;TSS3617,2L:16466499-16485984
XLOC_002413,CG4580,TSS3618,2L:16488147-16491242
XLOC_002414,CG5953;mir-4943,TSS3619;TSS3620;TSS3621,2L:16508023-16532877
XLOC_002415,snoRNA:Me28S-C1237,TSS3622,2L:16508023-16532877
XLOC_002416,CG5968,TSS3623,2L:16545032-16663403
XLOC_002417,trpgamma,TSS3624,2L:16664766-16676666
XLOC_002418,CG31807,TSS3625,2L:16677174-16700825
XLOC_002419,CR43669,TSS3626,2L:16677174-16700825
XLOC_002420,CR43670,TSS3627,2L:16700932-16703240
XLOC_002421,CG31808,TSS3628,2L:16704285-16719635
XLOC_002422,VhaSFD,TSS3629,2L:16723137-16727825
XLOC_002423,mir-1006,TSS3630,2L:16723137-16727825
XLOC_002424,CR43671,TSS3631,2L:16728034-16729599
XLOC_002425,CG17996,TSS3632,2L:16729777-16731199
XLOC_002426,CG17331,TSS3633,2L:16731220-16732129
XLOC_002427,glu,TSS3634,2L:16732563-16738372
XLOC_002428,LSm7,TSS3635,2L:16738681-16743099
XLOC_002429,CG13278,TSS3636,2L:16754335-16760138
XLOC_002430,Cyt-b5-r,TSS3637,2L:16788773-16790721
XLOC_002431,CG13280,TSS3638;TSS3639,2L:16802024-16834502
XLOC_002432,Cas,TSS3640,2L:16802024-16834502
XLOC_002433,CG13282,TSS3641;TSS3642,2L:16802024-16834502
XLOC_002434,CG13283,TSS3643,2L:16835135-16837258
XLOC_002435,CG13284,TSS3644;TSS3645,2L:16837986-16848716
XLOC_002436,CG31810,TSS3646,2L:16849017-16852368
XLOC_002437,CG31809,TSS3647,2L:16853619-16858714
XLOC_002438,CG6012,TSS3648,2L:16860028-16861489
XLOC_002439,CG32832,TSS3649,2L:16878422-16879290
XLOC_002440,CG6115,TSS3650,2L:16887124-16887962
XLOC_002441,CG31805,TSS3651,2L:16888477-16917140
XLOC_002442,CG12288,TSS3652,2L:16888477-16917140
XLOC_002443,ApepP,TSS3653;TSS3654,2L:16888477-16917140
XLOC_002444,CG43053,TSS3655,2L:16944722-16945374
XLOC_002445,CG6304,TSS3656,2L:17011546-17013054
XLOC_002446,CR43802,TSS3657,2L:17042480-17043165
XLOC_002447,CG15136,TSS3658;TSS3659,2L:17047160-17048281
XLOC_002448,CG31784,TSS3660,2L:17123306-17125961
XLOC_002449,beat-IIIc,TSS3661;TSS3662;TSS3663;TSS3664,2L:17189664-17260732
XLOC_002450,CG6380,TSS3665,2L:17291133-17292202
XLOC_002451,CG34170,TSS3666,2L:17311506-17311820
XLOC_002452,CR43239,TSS3667,2L:17353902-17354668
XLOC_002453,Lrch,TSS3668,2L:17367508-17384147
XLOC_002454,Rpb11,TSS3669;TSS3670,2L:17384699-17458775
XLOC_002455,CG31803,TSS3671,2L:17384699-17458775
XLOC_002456,Dif;dl,TSS3672;TSS3673;TSS3674;TSS3675;TSS3676;TSS3677;TSS3678;TSS3679,2L:17384699-17458775
XLOC_002457,CG33928,TSS3680,2L:17384699-17458775
XLOC_002458,CG6639,TSS3681,2L:17384699-17458775
XLOC_002459,CG18563,TSS3682,2L:17384699-17458775
XLOC_002460,BicD,TSS3683,2L:17459604-17474773
XLOC_002461,Aac11,TSS3684,2L:17474911-17477888
XLOC_002462,fws,TSS3685;TSS3686,2L:17478437-17481175
XLOC_002463,CG6453,TSS3687,2L:17481230-17484307
XLOC_002464,qua,TSS3688;TSS3689,2L:17486805-17497203
XLOC_002465,CG15142,TSS3690,2L:17497993-17498787
XLOC_002466,CG6412,TSS3691,2L:17499267-17501114
XLOC_002467,CG15143,TSS3692,2L:17501466-17525515
XLOC_002468,CG15144,TSS3693,2L:17525584-17529070
XLOC_002469,CG15145,TSS3694,2L:17529310-17532234
XLOC_002470,CG7094,TSS3695,2L:17554352-17555765
XLOC_002471,CG6870,TSS3696,2L:17591447-17603640
XLOC_002472,CG15147,TSS3697,2L:17625099-17626346
XLOC_002473,CadN,TSS3698;TSS3699;TSS3700,2L:17647007-17778340
XLOC_002474,CadN2,TSS3701;TSS3702,2L:17787277-17875247
XLOC_002475,CG42830,TSS3703,2L:17787277-17875247
XLOC_002476,CG43271,TSS3704,2L:17914507-17915023
XLOC_002477,CR43274,TSS3705,2L:17918551-17919131
XLOC_002478,btv,TSS3706;TSS3707,2L:17962734-17982472
XLOC_002479,elfless,TSS3708,2L:18007934-18011475
XLOC_002480,CG15153,TSS3709,2L:18090940-18092238
XLOC_002481,-,TSS3710,2L:18112613-18113171
XLOC_002482,CG31785,TSS3711,2L:18119962-18138210
XLOC_002483,kel,TSS3712,2L:18119962-18138210
XLOC_002484,Socs36E,TSS3713,2L:18138674-18152410
XLOC_002485,CG7200,TSS3714,2L:18156042-18158686
XLOC_002486,CG42750,TSS3715,2L:18160420-18275770
XLOC_002487,CG7180,TSS3716,2L:18160420-18275770
XLOC_002488,CG31802,TSS3717,2L:18160420-18275770
XLOC_002489,CG31788,TSS3718,2L:18160420-18275770
XLOC_002490,CG31787,TSS3719,2L:18284844-18285684
XLOC_002491,CG43362,TSS3720,2L:18291252-18291462
XLOC_002492,CR43358,TSS3721,2L:18293732-18294029
XLOC_002493,CG43353,TSS3722,2L:18308087-18308684
XLOC_002494,CG43354,TSS3723,2L:18309186-18309407
XLOC_002495,-,TSS3724;TSS3725,2L:18309533-18319195
XLOC_002496,Acp36DE,TSS3726,2L:18320013-18393465
XLOC_002497,RpS26,TSS3727;TSS3728,2L:18441533-18443470
XLOC_002498,ncm,TSS3729;TSS3730,2L:18444394-18449180
XLOC_002499,bsf,TSS3731,2L:18449516-18454587
XLOC_002500,CG10283,TSS3732;TSS3733,2L:18454592-18503978
XLOC_002501,kon,TSS3734;TSS3735,2L:18454592-18503978
XLOC_002502,Pde11,TSS3736;TSS3737;TSS3738,2L:18517459-18572285
XLOC_002503,amos,TSS3739,2L:18596046-18597200
XLOC_002504,CG10413,TSS3740;TSS3741,2L:18599719-18605254
XLOC_002505,Atac2,TSS3742,2L:18609571-18612242
XLOC_002506,CG15161,TSS3743,2L:18614338-18616067
XLOC_002507,Cyp310a1,TSS3744,2L:18617256-18661789
XLOC_002508,CG43338,TSS3745;TSS3746,2L:18664547-18671187
XLOC_002509,CG43339,TSS3747,2L:18671646-18673285
XLOC_002510,Mst36Fb,TSS3748,2L:18673362-18675094
XLOC_002511,Mst36Fa,TSS3749,2L:18675182-18676998
XLOC_002512,tos,TSS3750,2L:18677202-18683717
XLOC_002513,msl-1,TSS3751,2L:18683719-18688796
XLOC_002514,CG10383,TSS3752,2L:18689536-18695422
XLOC_002515,CG10376,TSS3753,2L:18695431-18704465
XLOC_002516,Jwa,TSS3754,2L:18704569-18705699
XLOC_002517,Faf,TSS3755,2L:18706260-18708688
XLOC_002518,Irk3,TSS3756,2L:18708848-18713763
XLOC_002519,CG10348,TSS3757,2L:18714614-18731419
XLOC_002520,CG42752,TSS3758,2L:18739517-18740006
XLOC_002521,ham,TSS3759;TSS3760;TSS3761;TSS3762,2L:18762873-18792906
XLOC_002522,CR43804,TSS3763,2L:18762873-18792906
XLOC_002523,CG43814,TSS3764,2L:18804490-18805347
XLOC_002524,CR43817,TSS3765,2L:18805444-18806205
XLOC_002525,CG42502,TSS3766,2L:18810035-18810986
XLOC_002526,CG17597,TSS3767;TSS3768,2L:18823520-18831161
XLOC_002527,CG10600;CG31752,TSS3769;TSS3770,2L:18831216-18841310
XLOC_002528,CG33120,TSS3771,2L:18841399-18844579
XLOC_002529,CG10602;mRpL13;tup,TSS3772;TSS3773;TSS3774;TSS3775;TSS3776,2L:18845183-18881442
XLOC_002530,mir-4946,TSS3777,2L:18845183-18881442
XLOC_002531,ssp3,TSS3778,2L:18916169-18943970
XLOC_002532,CG10621;Nedd8,TSS3779;TSS3780;TSS3781,2L:18951031-18954425
XLOC_002533,CG10623,TSS3782,2L:18955480-18957169
XLOC_002534,Nak,TSS3783;TSS3784,2L:18957673-18968752
XLOC_002535,CG10639,TSS3785,2L:18969031-18974448
XLOC_002536,CG10641,TSS3786,2L:18974687-18987276
XLOC_002537,CG15170,TSS3787,2L:18987726-18990233
XLOC_002538,CG10650,TSS3788,2L:18993616-18995930
XLOC_002539,RpL30,TSS3789,2L:19003409-19009273
XLOC_002540,snoRNA:Me28S-A2113,TSS3790,2L:19003409-19009273
XLOC_002541,CR43700,TSS3791,2L:19023670-19024440
XLOC_002542,CG31800;hk,TSS3792;TSS3793;TSS3794;TSS3795;TSS3796,2L:19030836-19041541
XLOC_002543,Ttc19,TSS3797,2L:19041713-19045146
XLOC_002544,l(2)37Bb,TSS3798,2L:19049078-19051606
XLOC_002545,CG10702;CG17572,TSS3799;TSS3800,2L:19063286-19074146
XLOC_002546,CR33315,TSS3801,2L:19074991-19075412
XLOC_002547,CG10700,TSS3802,2L:19077275-19079028
XLOC_002548,Lim3,TSS3803;TSS3804;TSS3805;TSS3806;TSS3807;TSS3808,2L:19079255-19108427
XLOC_002549,Ddc,TSS3809,2L:19114373-19120300
XLOC_002550,l(2)37Cc,TSS3810;TSS3811,2L:19122039-19123869
XLOC_002551,l(2)37Cb,TSS3812,2L:19123997-19126976
XLOC_002552,Aats-asn,TSS3813,2L:19129468-19131954
XLOC_002553,l(2)37Cg,TSS3814;TSS3815,2L:19132322-19181702
XLOC_002554,CG17568,TSS3816,2L:19132322-19181702
XLOC_002555,CG42688,TSS3817;TSS3818,2L:19181964-19182810
XLOC_002556,CR17567,TSS3819,2L:19183092-19183613
XLOC_002557,gammaTub37C,TSS3820,2L:19183862-19185726
XLOC_002558,CG31797,TSS3821,2L:19259526-19262893
XLOC_002559,CG17564,TSS3822,2L:19298344-19299851
XLOC_002560,dnt,TSS3823,2L:19338675-19363224
XLOC_002561,fon,TSS3824,2L:19383386-19386202
XLOC_002562,CG17544;CG17549,TSS3825;TSS3826;TSS3827;TSS3828,2L:19387045-19398585
XLOC_002563,Pax;snmRNA:359,TSS3829;TSS3830;TSS3831;TSS3832;TSS3833;TSS3834;TSS3835,2L:19400780-19430270
XLOC_002564,CG10237,TSS3836;TSS3837;TSS3838;TSS3839,2L:19435843-19453508
XLOC_002565,Hs2st,TSS3840,2L:19435843-19453508
XLOC_002566,Top2,TSS3841,2L:19435843-19453508
XLOC_002567,CR43839,TSS3842,2L:19470843-19471627
XLOC_002568,CG10195,TSS3843,2L:19482231-19484705
XLOC_002569,CG10189;CG10194,TSS3844;TSS3845;TSS3846,2L:19487489-19497978
XLOC_002570,CG10188,TSS3847;TSS3848,2L:19498167-19508864
XLOC_002571,CG10186,TSS3849;TSS3850,2L:19508952-19517201
XLOC_002572,CR43363,TSS3851,2L:19518108-19518565
XLOC_002573,CG10165;CG10166,TSS3852;TSS3853,2L:19518785-19532992
XLOC_002574,CG10337,TSS3854;TSS3855,2L:19542445-19556480
XLOC_002575,spi,TSS3856;TSS3857;TSS3858,2L:19567899-19577324
XLOC_002576,mir-2a-2,TSS3859,2L:19567899-19577324
XLOC_002577,mir-2a-1,TSS3860,2L:19567899-19577324
XLOC_002578,mir-2b-2,TSS3861,2L:19567899-19577324
XLOC_002579,CG10268;Hakai,TSS3862;TSS3863,2L:19577706-19582496
XLOC_002580,CG10262,TSS3864,2L:19582822-19583990
XLOC_002581,scw,TSS3865,2L:19586622-19737088
XLOC_002582,CG10462,TSS3866;TSS3867;TSS3868;TSS3869,2L:19586622-19737088
XLOC_002583,CG10631,TSS3870,2L:19740400-19756922
XLOC_002584,CG10628,TSS3871;TSS3872,2L:19757225-19758716
XLOC_002585,fbp,TSS3873;TSS3874,2L:19761148-19764397
XLOC_002586,bsh,TSS3875;TSS3876,2L:19765775-19769067
XLOC_002587,CdGAPr,TSS3877;TSS3878;TSS3879,2L:19774702-19795859
XLOC_002588,fs(2)ltoPP43,TSS3880,2L:19774702-19795859
XLOC_002589,snRNA:U5:38ABa,TSS3881,2L:19796364-19958515
XLOC_002590,CG13962,TSS3882,2L:19796364-19958515
XLOC_002591,snRNA:U2:38ABa,TSS3883,2L:19796364-19958515
XLOC_002592,CG10481,TSS3884,2L:19796364-19958515
XLOC_002593,CR43097,TSS3885,2L:19796364-19958515
XLOC_002594,TotF,TSS3886,2L:19796364-19958515
XLOC_002595,Victoria,TSS3887,2L:19796364-19958515
XLOC_002596,CG34051,TSS3888,2L:19960068-19961030
XLOC_002597,CG42866,TSS3889,2L:19961223-19961685
XLOC_002598,CG13965,TSS3890,2L:19961757-19962352
XLOC_002599,OS9,TSS3891,2L:19964124-19966510
XLOC_002600,Hf,TSS3892,2L:19966726-19967685
XLOC_002601,CG43861,TSS3893;TSS3894,2L:19968806-20017283
XLOC_002602,CG10659,TSS3895,2L:20024974-20025811
XLOC_002603,barr,TSS3896,2L:20058162-20060975
XLOC_002604,vls,TSS3897,2L:20061476-20065691
XLOC_002605,CG10730,TSS3898,2L:20066369-20075467
XLOC_002606,pr,TSS3899,2L:20066369-20075467
XLOC_002607,fok,TSS3900;TSS3901,2L:20075756-20091348
XLOC_002608,CG10747,TSS3902;TSS3903,2L:20075756-20091348
XLOC_002609,Taf13,TSS3904;TSS3905,2L:20091434-20096253
XLOC_002610,mRpS18B,TSS3906,2L:20096328-20097253
XLOC_002611,CG13970,TSS3907,2L:20103385-20104090
XLOC_002612,CG10651,TSS3908,2L:20133804-20134923
XLOC_002613,CG40172,TSS3909,2L:20249161-20249371
XLOC_002614,CR40465,TSS3910,2L:20253807-20254397
XLOC_002615,CG17571,TSS3911,2L:20255987-20257035
XLOC_002616,CG17570,TSS3912,2L:20263894-20264299
XLOC_002617,CR43414,TSS3913,2L:20296642-20297299
XLOC_002618,CR43606,TSS3914,2L:20311218-20350348
XLOC_002619,La,TSS3915;TSS3916,2L:20311218-20350348
XLOC_002620,Ugt37a1,TSS3917,2L:20372472-20373967
XLOC_002621,CG16798,TSS3918,2L:20376982-20382355
XLOC_002622,CG10947,TSS3919,2L:20385292-20399394
XLOC_002623,CG10949,TSS3920,2L:20415170-20416918
XLOC_002624,CG15130,TSS3921,2L:20423105-20424660
XLOC_002625,CR43607,TSS3922;TSS3923,2L:20426406-20447214
XLOC_002626,CG31683,TSS3924,2L:20447733-20449964
XLOC_002627,CG18858,TSS3925,2L:20450224-20459075
XLOC_002628,CG2493;CG43233,TSS3926;TSS3927;TSS3928,2L:20459341-20484693
XLOC_002629,CG43233,TSS3929,2L:20459341-20484693
XLOC_002630,CG43234,TSS3930,2L:20459341-20484693
XLOC_002631,CG31677,TSS3931,2L:20603534-20604196
XLOC_002632,CR43608,TSS3932,2L:20607206-20607847
XLOC_002633,mir-288,TSS3933,2L:20618365-20618462
XLOC_002634,-,TSS3934,2L:20636948-20638610
XLOC_002635,CG17470;phr6-4,TSS3935;TSS3936,2L:20642305-20656176
XLOC_002636,bru,TSS3937,2L:20642305-20656176
XLOC_002637,CG31678,TSS3938;TSS3939,2L:20656427-20681844
XLOC_002638,Cen,TSS3940;TSS3941,2L:20656427-20681844
XLOC_002639,Hr38,TSS3942;TSS3943;TSS3944,2L:20682369-20714589
XLOC_002640,CG9316,TSS3945,2L:20724208-20726551
XLOC_002641,CG9317,TSS3946,2L:20727150-20730309
XLOC_002642,CG9318,TSS3947,2L:20730644-20734310
XLOC_002643,CG9319,TSS3948,2L:20734709-20752341
XLOC_002644,CG9323,TSS3949,2L:20752399-20757991
XLOC_002645,vari,TSS3950;TSS3951,2L:20787370-20797040
XLOC_002646,CG33322,TSS3952,2L:20797510-20816240
XLOC_002647,CheB38b,TSS3953,2L:20816455-20817270
XLOC_002648,CheB38a,TSS3954,2L:20817815-20818532
XLOC_002649,CheB38c,TSS3955;TSS3956,2L:20820067-20827744
